Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2017M05	365.269
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2017M04	438.736
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2017M03	429.184
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2017M02	398.049
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2017M01	392.847
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M12	387.722
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M11	382.383
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M10	443.054
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M09	350.171
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M08	399.516
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M07	403.076
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M06	356.962
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M05	350.920
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M04	386.444
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M03	412.173
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M02	388.201
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2016M01	373.038
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M12	361.282
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M11	375.519
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M10	395.430
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M09	327.184
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M08	364.080
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M07	351.083
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M06	302.841
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M05	312.231
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M04	327.952
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M03	365.655
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M02	333.334
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total	Residentes en el Extranjero	2015M01	340.870
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M10	314.048
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M09	257.341
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M08	285.632
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M07	279.988
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M06	265.574
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M05	268.080
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M04	291.958
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M03	316.643
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M02	315.817
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2025M01	314.277
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M12	300.710
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M11	309.146
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M10	307.335
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M09	266.524
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M08	281.821
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M07	276.360
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M06	258.292
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M05	263.845
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M04	282.276
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M03	325.100
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M02	298.664
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2024M01	302.217
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M12	289.396
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M11	292.090
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M10	301.272
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M09	253.086
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M08	261.064
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M07	269.257
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M06	246.835
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M05	248.268
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M04	270.408
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M03	291.743
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M02	274.513
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2023M01	272.802
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M12	296.760
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M11	268.582
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M10	279.713
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M09	231.534
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M08	253.837
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M07	249.417
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M06	228.907
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M05	224.717
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M04	260.334
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M03	262.334
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M02	236.632
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2022M01	184.433
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M12	199.285
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M11	227.561
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M10	231.814
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M09	153.639
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M08	135.843
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M07	87.580
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M06	46.418
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M05	37.490
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M04	32.306
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M03	25.536
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M02	19.558
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2021M01	18.085
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M12	39.801
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M11	32.811
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M10	26.099
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M09	25.474
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M08	43.294
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M07	29.921
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M06	511
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M05	60
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M03	110.788
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M02	268.200
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2020M01	258.293
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M12	255.914
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M11	261.921
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M10	270.551
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M09	229.217
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M08	240.470
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M07	243.367
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M06	225.949
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M05	232.547
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M04	249.957
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M03	281.977
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M02	254.837
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2019M01	259.236
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M12	258.705
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M11	257.873
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M10	274.695
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M09	230.907
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M08	238.779
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M07	242.147
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M06	217.667
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M05	219.770
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M04	245.271
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M03	277.176
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M02	246.496
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2018M01	242.063
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M12	238.229
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M11	252.311
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M10	270.405
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M09	233.098
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M08	236.949
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M07	253.003
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M06	226.958
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M05	214.160
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M04	257.218
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M03	261.574
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M02	252.553
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2017M01	251.577
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M12	250.036
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M11	247.214
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M10	272.200
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M09	226.776
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M08	243.418
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M07	246.944
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M06	206.635
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M05	213.974
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M04	239.441
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M03	268.550
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M02	248.720
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2016M01	241.512
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M12	233.423
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M11	247.623
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M10	253.798
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M09	201.929
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M08	217.894
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M07	205.588
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M06	175.433
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M05	192.628
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M04	210.494
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M03	240.233
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M02	226.770
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total	Residentes en el Extranjero	2015M01	229.991
Total Nacional	06 Cantabria		Viajero	Total	Residentes en el Extranjero	2025M10	32.060
Total Nacional	06 Cantabria		Viajero	Total	Residentes en el Extranjero	2025M09	45.320
Total Nacional	06 Cantabria		Viajero	Total	Residentes en el Extranjero	2025M08	41.331
Total Nacional	06 Cantabria		Viajero	Total	Residentes en el Extranjero	2025M07	43.714
